,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,id,mood
82,0.699,0.0879,121.122,0.0892,0.0203,0.0,0.638,160398,-6.542,0.57,3YmgsYX80v0EtBZekgcB6w,Happy
83,0.786,0.0943,125.983,0.0478,0.197,0.0,0.676,218359,-4.529,0.483,0DmAvNCAK08oCi7miSZUIY,Happy
84,0.507,0.0543,123.998,0.0539,0.0451,0.0,0.957,172907,-6.206,0.817,5x0ON9RTinvk06U7SwLXjW,Happy
85,0.683,0.176,97.061,0.0328,0.0211,0.0,0.562,203320,-6.179,0.464,3KqRYO83UpIst49K6USWep,Happy
86,0.873,0.374,104.365,0.122,0.0486,0.0,0.478,155668,-3.637,0.739,2yySWxfeRN2QRZnFMnYMQl,Happy
87,0.495,0.111,93.063,0.034,0.0663,0.0,0.807,156507,-7.859,0.74,2VkPfL3qQ2adxShD3rNvoV,Happy
88,0.846,0.116,115.965,0.0439,0.0325,0.0,0.639,224813,-6.184,0.475,3M31S6f0z8S3nkFh3eS06W,Happy
89,0.678,0.0638,166.019,0.177,0.255,0.0,0.732,153523,-4.078,0.92,5MJ47IaaEMMKsgUqYEaCCv,Happy
90,0.689,0.0904,95.98,0.0503,0.0537,0.0,0.659,206135,-6.649,0.579,4LDuSfbXupGKg6RpkgTAij,Happy
91,0.823,0.322,128.035,0.0394,0.213,0.0,0.646,227267,-4.123,0.418,7MmG8p0F9N3C4AXdK6o6Eb,Happy
92,0.787,0.255,122.103,0.0337,0.0803,0.0,0.792,193672,-5.022,0.961,3lffqHBnMd4ie30QiRTBOY,Happy
93,0.856,0.347,119.397,0.0348,0.0624,0.0,0.632,232693,-3.463,0.867,3Fzlg5r1IjhLk2qRw667od,Happy
94,0.869,0.046,122.017,0.0382,0.128,2.2e-05,0.653,197347,-3.725,0.697,03mMSLEJCPoGJwQhHpN5y0,Happy
95,0.842,0.0601,125.988,0.103,0.000417,0.835,0.825,193997,-6.412,0.44,0tnB2ZH4DbjLjCBmdr5VXz,Happy
96,0.588,0.167,75.011,0.165,0.0503,0.0,0.786,156505,-3.777,0.685,3orJ0XpgXRG1LTA521BpDz,Happy
97,0.688,0.169,139.475,0.0414,0.248,0.0,0.591,129867,-8.583,0.759,4Nlif8FMSkyegKgukC31Yi,Happy
98,0.88,0.0598,144.996,0.0378,0.000817,1.01e-05,0.611,164200,-6.571,0.771,6J7U49QGecWb3WqIqfSYc0,Happy
